symbol,ipo_date,ipo_years,last_report,3yr_grow_rate,grow_rate,grow,share_grow,start_bvps,now_bvps,eps,roe,debt_ratio,cash_ratio,earn_ttm,assets,equity,shares,name
000589,1996-03-08,25.29,2020-09-30,0.029,0.045,2.654,1.5,2.904,5.139,0.679,0.049,0.609,0.161,5.414,104.944,40.99,7.976,贵州轮胎
000590,1996-01-19,25.42,2020-12-31,0.228,0.037,2.206,2.15,2.619,2.693,0.095,0.035,0.277,0.384,0.227,8.922,6.449,2.395,启迪药业
000591,1996-02-08,25.37,2020-09-30,0.081,0.154,22.685,10.29,2.13,4.696,0.433,0.049,0.637,0.03,13.023,389.487,141.217,30.071,太阳能
000592,1996-03-27,25.24,2020-09-30,0.008,0.081,5.464,3.38,1.153,1.864,0.016,-0.647,0.286,0.068,0.314,50.454,36.007,19.318,平潭发展
000593,1996-03-12,25.28,2020-09-30,0.0,0.054,3.114,3.64,3.294,2.822,0.094,0.024,0.502,0.065,0.338,20.327,10.121,3.586,大通燃气
000595,1996-04-19,25.17,2021-03-31,0.081,0.021,1.603,5.9,3.177,0.863,-0.058,-0.075,0.344,0.198,-0.657,14.98,9.823,11.387,*ST宝实
000596,1996-09-27,24.73,2021-03-31,0.17,0.113,10.942,2.0,4.131,22.6,6.666,0.15,0.374,0.225,33.569,181.685,113.813,5.036,古井贡酒
000597,1996-05-23,25.08,2020-12-31,0.072,0.033,2.061,2.66,3.946,3.052,0.008,0.04,0.661,0.058,0.108,121.657,41.222,13.507,东北制药
000598,1996-05-29,25.06,2020-12-31,0.095,0.119,12.489,13.18,4.644,4.401,0.443,0.069,0.574,0.108,13.232,308.803,131.437,29.862,兴蓉环境
000599,1996-04-30,25.14,2021-03-31,0.014,0.055,3.326,2.38,3.111,4.355,0.201,0.038,0.645,0.106,1.654,100.825,35.812,8.223,青岛双星
000600,1996-06-06,25.04,2020-12-31,0.026,0.085,6.069,1.71,2.312,8.216,0.674,0.088,0.566,0.055,12.069,338.849,147.193,17.916,建投能源
000601,1996-08-30,24.81,2020-09-30,0.039,0.048,2.803,2.27,3.887,4.807,0.442,0.064,0.582,0.033,4.78,124.289,51.944,10.806,韶能股份
000603,1996-08-23,24.83,2020-12-31,0.009,0.139,18.901,2.0,2.158,20.394,3.212,0.106,0.435,0.169,4.133,46.429,26.242,1.287,盛达资源
000605,1996-09-13,24.77,2020-09-30,0.176,0.103,8.506,2.13,1.989,7.95,0.106,-0.035,0.671,0.051,0.375,85.174,28.036,3.527,渤海股份
000606,1996-10-04,24.71,2020-09-30,0.0,0.057,3.322,3.73,2.59,2.309,0.138,-0.001,0.384,0.104,1.055,28.715,17.679,7.658,ST顺利
000607,1996-08-30,24.81,2020-09-30,0.0,0.052,2.988,3.52,2.271,1.928,-0.004,0.033,0.479,0.21,-0.044,37.648,19.621,10.177,华媒控股
000608,1996-09-19,24.75,2020-12-31,0.0,0.113,11.091,4.42,1.928,4.833,0.154,0.072,0.388,0.038,1.154,59.238,36.24,7.499,阳光股份
000609,1996-10-10,24.7,2020-09-30,0.013,0.071,4.471,2.48,2.813,5.063,-0.138,0.084,0.674,0.037,-0.413,46.434,15.152,2.993,*ST中迪
000610,1996-09-26,24.73,2021-03-31,0.022,0.051,3.078,1.17,1.417,3.715,-0.25,0.016,0.378,0.205,-0.592,14.137,8.795,2.367,西安旅游
000611,1996-10-08,24.7,2020-09-30,0.571,0.061,3.762,2.42,2.118,3.295,-0.12,-0.027,0.488,0.124,-0.406,21.758,11.131,3.378,*ST天首
000612,1996-09-26,24.73,2020-12-31,0.016,0.09,6.934,3.76,2.197,4.048,0.476,0.103,0.324,0.055,5.679,71.37,48.255,11.922,焦作万方
000613,1997-01-28,24.39,2021-03-31,0.0,0.0,0.151,1.0,1.24,0.187,0.011,-0.788,0.295,0.044,0.04,0.964,0.679,3.641,*ST东海A
000615,1996-10-16,24.68,2020-09-30,0.08,0.081,5.415,5.15,3.177,3.342,0.013,0.031,0.726,0.044,0.099,95.151,26.105,7.812,奥园美谷
000616,1996-11-08,24.62,2020-09-30,0.002,0.133,15.265,19.21,3.86,3.068,-0.031,0.061,0.266,0.039,-0.446,59.802,43.876,14.302,ST海投
000617,1996-10-22,24.66,2020-12-31,0.077,0.165,28.646,4.06,1.82,12.828,1.196,0.056,0.827,0.13,151.174,9400.434,1621.688,126.421,中油资本
000619,1996-10-23,24.66,2021-03-31,0.025,0.132,15.958,4.48,2.224,7.922,-0.314,0.07,0.386,0.129,-1.13,46.436,28.518,3.6,海螺型材
000620,1996-10-29,24.64,2020-09-30,0.068,0.096,7.378,1.21,2.73,16.647,-1.729,-0.174,0.827,0.015,-9.265,515.957,89.214,5.359,新华联
000622,1996-11-07,24.62,2021-03-31,0.02,0.01,1.245,6.48,2.602,0.5,-0.01,-0.52,0.336,0.042,-0.041,3.198,2.124,4.252,恒立实业
000623,1996-10-28,24.65,2020-12-31,0.056,0.179,37.838,6.08,3.253,20.231,1.454,0.138,0.14,0.091,16.914,273.535,235.293,11.63,吉林敖东
000625,1997-06-10,24.03,2020-12-31,0.025,0.139,17.699,3.39,1.908,9.971,0.613,0.144,0.558,0.254,32.885,1209.158,534.803,53.634,长安汽车
000626,1996-11-28,24.56,2020-12-31,0.0,0.14,17.911,7.56,2.19,5.191,0.1,0.172,0.574,0.167,0.543,66.141,28.179,5.429,远大控股
000627,1996-11-12,24.61,2020-09-30,0.101,0.139,17.108,9.5,3.818,6.877,0.299,0.045,0.852,0.1,14.79,2291.476,339.761,49.406,天茂集团
000628,1996-11-18,24.59,2020-09-30,0.155,0.026,1.786,1.56,3.472,3.975,0.46,-0.059,0.809,0.227,1.434,64.895,12.382,3.115,高新发展
000629,1996-11-15,24.6,2021-03-31,0.275,0.003,1.06,3.54,3.879,1.162,0.083,0.05,0.159,0.299,7.112,118.689,99.805,85.897,攀钢钒钛
000630,1996-11-20,24.58,2020-12-31,0.042,0.089,6.492,9.24,2.794,1.963,0.091,0.089,0.604,0.104,9.611,521.832,206.605,105.265,铜陵有色
000631,1996-11-22,24.58,2021-03-31,0.003,0.072,4.851,10.28,5.384,2.54,0.035,-0.083,0.218,0.343,0.844,78.987,61.783,24.325,顺发恒业
000632,1996-11-21,24.58,2020-12-31,0.076,0.074,4.843,3.46,2.895,4.057,0.308,0.035,0.794,0.031,1.434,91.823,18.886,4.655,三木集团
000633,1996-11-12,24.61,2020-12-31,0.0,0.0,0.518,3.51,2.898,0.428,0.019,-0.11,0.3,0.086,0.072,2.356,1.65,3.851,合金投资
000635,1996-11-20,24.58,2020-12-31,0.0,0.059,3.554,1.2,3.005,8.9,0.23,0.037,0.139,0.041,0.696,31.342,26.976,3.031,英 力 特
000636,1996-11-29,24.56,2020-12-31,0.073,0.114,11.457,7.29,4.309,6.772,0.416,0.053,0.309,0.222,3.725,87.789,60.624,8.952,风华高科
000637,1996-11-14,24.6,2020-09-30,0.012,0.042,2.46,3.41,2.63,1.897,0.01,0.091,0.491,0.167,0.053,19.378,9.862,5.199,茂化实华
000638,1996-11-26,24.57,2020-12-31,0.0,0.0,0.367,2.0,2.968,0.544,-0.066,-0.01,0.668,0.048,-0.204,5.074,1.684,3.094,*ST万方
000639,1996-11-26,24.57,2020-09-30,0.072,0.13,15.115,5.88,1.581,4.064,0.397,0.072,0.434,0.08,4.288,77.509,43.863,10.794,西王食品
000650,1996-12-10,24.53,2020-12-31,0.116,0.142,18.616,12.68,2.73,4.008,0.47,0.029,0.11,0.271,6.577,63.051,56.105,13.999,仁和药业
000651,1996-11-18,24.59,2021-03-31,0.181,0.217,87.445,30.38,6.619,19.055,2.296,0.241,0.626,0.084,138.103,3061.81,1146.295,60.157,格力电器
000652,1996-11-28,24.56,2020-12-31,0.087,0.136,17.722,7.41,1.712,4.093,0.059,0.061,0.82,0.019,0.864,336.157,60.398,14.756,泰达股份
000655,1996-11-28,24.56,2021-03-31,0.076,0.091,7.251,3.27,2.211,4.91,0.663,0.069,0.1,0.37,3.944,32.495,29.23,5.953,金岭矿业
000656,1996-11-28,24.56,2020-12-31,0.344,0.194,54.209,6.14,1.56,13.764,1.817,0.061,0.807,0.112,97.044,3811.58,734.983,53.397,金科股份
000657,1996-12-05,24.54,2020-09-30,0.046,0.083,5.667,3.12,2.601,4.717,0.267,-0.008,0.441,0.111,2.811,89.034,49.736,10.543,中钨高新
000659,1996-12-03,24.55,2020-09-30,0.084,0.0,0.493,2.72,2.722,0.493,-0.018,0.001,0.732,0.033,-0.231,23.618,6.335,12.857,珠海中富
000661,1996-12-18,24.51,2021-03-31,0.263,0.133,16.203,2.0,4.031,32.657,8.938,0.139,0.256,0.224,36.173,177.724,132.17,4.047,长春高新
000663,1996-12-06,24.54,2020-09-30,0.0,0.013,1.337,2.08,2.495,1.604,-0.261,-0.018,0.783,0.013,-0.879,24.847,5.402,3.367,*ST永林
000665,1996-12-10,24.53,2020-12-31,0.0,0.082,5.621,2.1,2.383,6.378,-0.683,0.049,0.464,0.034,-6.703,116.737,62.622,9.819,湖北广电
000666,1996-12-10,24.53,2021-03-31,0.05,0.141,18.905,1.0,1.74,32.895,1.907,0.093,0.393,0.088,13.429,381.278,231.626,7.041,经纬纺机
000667,1996-12-05,24.54,2020-09-30,0.019,0.115,11.354,11.78,2.904,2.799,-0.182,0.059,0.767,0.055,-4.494,295.746,69.047,24.67,美好置业
000668,1996-12-10,24.53,2020-09-30,0.12,0.061,3.644,1.3,2.535,7.105,-0.196,0.056,0.562,0.004,-0.288,23.839,10.434,1.468,荣丰控股
000669,1996-12-10,24.53,2020-09-30,0.0,0.098,8.101,3.15,0.955,2.456,0.464,-0.046,0.788,0.023,3.16,78.948,16.71,6.804,*ST金鸿
000670,1996-12-17,24.51,2020-09-30,0.0,0.0,0.462,4.8,4.642,0.447,-0.023,-0.091,0.956,0.013,-0.067,29.139,1.296,2.901,*ST盈方
000671,1996-12-18,24.51,2020-12-31,0.323,0.253,144.648,23.96,2.373,14.325,1.328,0.061,0.832,0.115,54.913,3523.019,592.573,41.365,阳 光 城
000672,1996-12-18,24.51,2020-09-30,0.461,0.148,20.346,3.97,1.591,8.162,2.524,-0.044,0.331,0.13,20.538,99.316,66.409,8.136,上峰水泥
000673,1997-01-24,24.41,2019-09-30,0.0,0.04,2.315,6.05,2.181,0.835,-0.007,-0.315,0.685,0.043,-0.056,20.945,6.607,7.916,*ST当代
000676,1996-12-24,24.49,2020-09-30,0.087,0.12,11.744,5.23,2.204,4.947,-0.161,-0.023,0.293,0.138,-2.131,92.791,65.587,13.257,智度股份
000677,1996-12-26,24.48,2020-12-31,0.019,0.053,3.142,10.24,2.61,0.801,0.019,-0.075,0.202,0.126,0.167,8.672,6.92,8.64,恒天海龙
000678,1997-01-06,24.45,2020-09-30,0.0,0.011,1.278,1.8,3.665,2.602,-0.158,0.005,0.547,0.063,-0.728,26.422,11.961,4.596,襄阳轴承
000679,1997-01-24,24.41,2020-12-31,0.0,0.005,1.104,2.88,4.954,1.899,0.011,0.033,0.497,0.108,0.04,13.442,6.766,3.564,大连友谊
000680,1997-01-22,24.41,2020-09-30,0.02,0.068,4.149,3.33,2.441,3.045,0.086,0.089,0.604,0.136,1.064,95.336,37.782,12.408,山推股份
000681,1997-01-21,24.41,2020-09-30,0.085,0.195,52.656,1.88,1.527,42.883,2.203,0.005,0.215,0.039,1.628,40.385,31.688,0.739,视觉中国
000682,1997-01-21,24.41,2020-12-31,0.082,0.1,8.484,7.48,2.502,2.836,0.237,0.036,0.449,0.284,3.173,68.985,38.019,13.407,东方电子
000683,1997-01-31,24.39,2020-09-30,0.056,0.067,4.07,2.7,2.038,3.072,-0.006,0.039,0.44,0.046,-0.238,215.372,120.55,39.242,远兴能源
000685,1997-01-23,24.41,2020-12-31,0.058,0.137,18.075,7.08,3.819,9.755,0.915,0.084,0.311,0.079,13.493,208.885,143.899,14.751,中山公用
000686,1997-02-27,24.31,2020-12-31,0.012,0.322,50.021,3.96,0.589,7.44,0.627,0.141,0.746,0.284,14.675,686.858,174.132,23.405,东北证券
000687,1997-02-21,24.33,2019-09-30,0.0,0.0,0.767,2.0,3.029,1.162,-0.251,0.002,0.734,0.006,-1.923,33.515,8.904,7.662,*ST华讯
000688,1997-01-20,24.42,2020-09-30,0.079,0.037,2.194,3.37,3.19,2.074,0.102,0.075,0.336,0.277,1.157,35.525,23.592,11.373,国城矿业
000690,1997-01-28,24.39,2020-12-31,0.072,0.159,27.616,13.33,2.417,5.009,0.835,0.135,0.435,0.215,18.179,193.016,108.997,21.759,宝新能源
000691,1997-02-28,24.31,2020-09-30,0.569,0.0,0.405,1.5,2.608,0.704,0.12,-0.059,0.676,0.041,0.388,7.021,2.277,3.233,亚太实业
000692,1997-02-27,24.31,2020-09-30,0.0,0.022,1.627,3.16,3.67,1.889,-0.801,-0.017,0.829,0.019,-4.267,58.846,10.064,5.328,惠天热电
000695,1997-02-18,24.34,2020-12-31,0.156,0.033,2.056,1.32,1.692,2.636,-0.116,-0.018,0.456,0.044,-0.258,10.767,5.855,2.221,滨海能源
000697,1997-03-25,24.24,2020-09-30,0.0,0.001,1.021,1.5,2.891,1.968,-0.362,-0.032,0.638,0.05,-2.429,36.567,13.221,6.716,炼石航空
000698,1997-02-20,24.33,2021-03-31,0.001,0.04,2.449,2.18,4.788,5.37,1.529,0.033,0.583,0.148,12.529,105.558,44.005,8.195,沈阳化工
000700,1997-02-28,24.31,2020-09-30,0.0,0.074,4.909,4.18,2.459,2.888,-0.058,0.076,0.67,0.075,-0.532,80.211,26.483,9.17,模塑科技
000701,1997-02-26,24.32,2020-09-30,0.0,0.069,4.274,1.35,2.501,7.918,0.327,0.052,0.864,0.039,1.371,243.684,33.156,4.187,厦门信达
000702,1997-03-18,24.26,2020-12-31,0.081,0.0,0.966,1.8,4.345,2.332,0.124,0.109,0.328,0.067,0.331,9.253,6.217,2.666,正虹科技
000703,1997-03-28,24.23,2020-12-31,0.164,0.147,21.815,5.53,2.086,8.228,1.036,0.062,0.672,0.078,38.146,922.603,302.921,36.816,恒逸石化
000705,1997-04-10,24.2,2021-03-31,0.082,0.063,4.019,2.0,2.673,5.372,0.221,0.044,0.328,0.058,0.738,26.722,17.951,3.341,浙江震元
000707,1997-04-15,24.18,2020-03-31,0.0,0.0,0.047,1.56,4.305,0.131,-1.09,-0.095,0.983,0.014,-5.061,35.298,0.608,4.641,*ST双环
000708,1997-03-26,24.24,2020-12-31,0.036,0.043,2.515,1.7,3.802,5.624,1.194,0.119,0.633,0.108,60.281,774.41,283.852,50.471,中信特钢
000709,1997-04-16,24.18,2021-03-31,0.101,0.075,5.171,5.16,6.123,6.138,0.185,0.08,0.732,0.068,19.599,2431.062,651.784,106.186,河钢股份
000710,1997-04-22,24.16,2020-09-30,0.783,0.075,4.819,1.43,1.958,6.599,0.552,0.008,0.274,0.116,1.958,32.217,23.401,3.546,贝瑞基因
000711,1997-04-11,24.19,2020-09-30,0.288,0.114,10.459,5.62,2.513,4.68,-0.638,0.016,0.612,0.022,-6.527,123.452,47.91,10.237,京蓝科技
000712,1997-04-15,24.18,2020-12-31,0.0,0.113,10.596,4.8,2.713,5.989,0.167,0.087,0.774,0.355,1.493,237.021,53.657,8.96,锦龙股份
000713,1997-04-22,24.16,2020-09-30,0.027,0.045,2.67,2.81,4.166,3.961,0.057,0.046,0.349,0.033,0.252,26.687,17.371,4.386,丰乐种业
000715,1997-05-08,24.12,2021-03-31,0.066,0.053,3.237,1.94,2.255,3.769,0.227,0.077,0.347,0.25,0.944,23.981,15.67,4.157,中兴商业
000716,1997-04-18,24.18,2020-12-31,0.069,0.066,4.118,2.6,2.354,3.728,0.001,0.048,0.468,0.023,0.01,52.141,27.736,7.44,黑芝麻
000717,1997-05-08,24.12,2020-09-30,1.204,0.038,2.315,2.4,3.796,3.661,0.668,-0.171,0.533,0.096,16.161,189.682,88.578,24.195,韶钢松山
000718,1997-04-08,24.2,2020-12-31,0.014,0.061,3.649,3.59,2.818,2.867,0.334,0.097,0.455,0.041,10.13,159.715,86.994,30.346,苏宁环球
000719,1997-03-31,24.22,2020-09-30,0.07,0.129,14.136,3.49,2.08,8.414,0.757,0.143,0.356,0.265,7.742,133.605,86.093,10.232,中原传媒
000720,1997-05-09,24.12,2020-12-31,0.125,0.051,3.071,4.67,3.395,2.231,0.22,0.027,0.456,0.14,2.841,52.859,28.772,12.897,新能泰山
000721,1997-04-30,24.14,2021-03-31,0.0,0.037,2.237,4.84,2.552,1.18,-0.328,0.017,0.569,0.159,-1.637,13.658,5.886,4.991,西安饮食
000722,1997-05-22,24.08,2021-03-31,0.019,0.071,4.794,1.57,2.195,6.689,0.167,-0.063,0.068,0.05,0.776,33.297,31.049,4.642,湖南发展
000723,1997-05-15,24.1,2020-09-30,0.081,0.044,2.604,5.4,4.995,2.409,0.176,0.046,0.567,0.015,7.194,226.758,98.23,40.781,美锦能源
000725,2001-01-12,20.44,2020-12-31,0.174,0.094,7.237,3.24,2.231,4.983,0.13,-0.031,0.591,0.16,45.283,4242.568,1733.977,347.984,京东方Ａ
000726,2000-12-25,20.48,2020-12-31,0.041,0.143,18.802,4.06,2.034,9.429,0.104,0.137,0.333,0.115,0.891,121.299,80.917,8.581,鲁  泰Ａ
000727,1997-05-20,24.09,2020-12-31,0.0,0.018,1.487,2.6,2.326,1.33,0.225,-0.082,0.833,0.154,10.176,360.324,60.241,45.296,冠捷科技
000728,1997-06-16,24.01,2020-12-31,0.0,0.087,2.978,1.5,3.564,7.075,0.314,0.078,0.659,0.28,13.709,905.573,308.72,43.638,国元证券
000729,1997-07-16,23.93,2020-09-30,0.01,0.082,5.841,3.12,2.689,5.034,0.272,0.064,0.282,0.208,7.653,197.513,141.872,28.185,燕京啤酒
000731,1997-06-17,24.01,2020-09-30,0.035,0.091,6.91,5.55,3.963,4.933,0.095,0.089,0.252,0.109,0.56,39.025,29.177,5.915,四川美丰
000732,1997-07-04,23.96,2020-09-30,0.104,0.134,15.538,3.38,2.754,12.66,-1.057,1.232,0.862,0.011,-26.307,2288.836,315.09,24.889,泰禾集团
000733,1997-07-03,23.97,2020-09-30,0.069,0.056,3.34,1.0,3.322,11.097,0.921,0.038,0.374,0.09,4.742,91.271,57.125,5.148,振华科技
000735,1997-06-11,24.03,2020-09-30,0.052,0.096,7.654,6.22,3.027,3.722,0.142,0.039,0.46,0.093,1.634,79.369,42.857,11.515,罗 牛 山
000736,1997-04-25,24.16,2020-12-31,0.517,0.152,24.041,3.34,2.577,18.539,1.288,0.049,0.87,0.089,8.96,995.033,128.924,6.954,中交地产
000737,1997-04-28,24.15,2021-03-31,0.0,0.0,0.532,2.59,4.595,0.943,0.037,-0.209,0.577,0.066,0.201,12.249,5.175,5.488,南风化工
000738,1997-06-26,23.99,2020-12-31,0.053,0.026,1.761,1.0,3.177,5.594,0.324,0.007,0.274,0.205,3.715,88.276,64.093,11.456,航发控制
000739,1997-05-09,24.12,2021-03-31,0.135,0.106,9.365,7.86,3.281,3.91,0.737,0.081,0.428,0.28,8.686,80.55,46.078,11.785,普洛药业
000750,1997-07-09,23.95,2020-12-31,0.007,0.157,4.314,4.31,3.489,3.496,0.149,0.085,0.738,0.239,8.095,725.537,190.355,54.445,国海证券
000751,1997-06-26,23.99,2021-03-31,0.063,0.035,2.182,2.74,2.585,2.058,0.1,-0.214,0.467,0.06,1.414,54.444,29.009,14.099,锌业股份
000752,1997-06-25,23.99,2020-09-30,0.0,0.024,1.685,4.07,2.532,1.048,-0.193,0.044,0.7,0.03,-0.508,9.224,2.765,2.638,*ST西发
000753,1997-06-26,23.99,2021-03-31,0.051,0.063,3.885,6.36,4.305,2.628,0.135,0.046,0.643,0.085,1.335,72.992,26.06,9.915,漳州发展
000755,1997-06-27,23.98,2020-09-30,0.225,0.009,1.209,1.2,2.384,2.401,-0.251,-0.131,0.863,0.044,-1.179,82.516,11.269,4.693,山西路桥
000756,1997-08-06,23.87,2021-03-31,0.099,0.06,3.683,1.3,1.989,5.635,0.674,0.055,0.514,0.108,4.227,72.794,35.353,6.274,新华制药
000757,1997-06-27,23.98,2020-12-31,0.192,0.055,3.32,4.31,3.322,2.56,0.079,0.892,0.438,0.173,0.527,30.303,17.02,6.647,浩物股份
000758,1997-04-16,24.18,2020-09-30,0.066,0.075,5.015,6.65,5.834,4.398,0.125,0.077,0.639,0.169,2.46,239.826,86.603,19.694,中色股份
000759,1997-05-19,24.09,2020-12-31,0.036,0.071,4.507,2.24,2.528,5.087,0.096,0.067,0.638,0.14,0.655,95.573,34.642,6.81,中百集团
000760,1997-06-27,23.98,2020-09-30,0.0,0.0,0.574,3.49,2.393,0.394,0.024,-0.051,0.52,0.0,0.187,6.34,3.043,7.718,斯太退
000761,1998-01-15,23.43,2020-09-30,0.075,0.035,2.127,1.0,2.606,5.542,0.099,0.057,0.671,0.212,3.842,652.007,214.757,38.754,本钢板材
000762,1997-07-08,23.95,2020-12-31,0.0,0.073,4.725,4.33,4.246,4.632,-0.107,0.008,0.114,0.37,-0.559,27.236,24.127,5.208,西藏矿业
000766,1997-04-30,24.14,2020-09-30,0.0,0.021,1.586,1.56,2.552,2.594,-0.22,-0.083,0.522,0.074,-2.123,52.422,25.068,9.665,通化金马
000767,1997-06-09,24.03,2021-03-31,0.023,0.052,3.11,2.54,2.285,2.803,0.005,-0.051,0.85,0.021,0.143,573.783,86.25,30.769,晋控电力
000768,1997-06-26,23.99,2020-12-31,0.0,0.091,7.107,5.28,4.107,5.528,0.281,0.019,0.738,0.229,7.772,584.603,153.059,27.686,中航西飞
000776,1997-06-11,24.03,2020-12-31,0.059,0.109,3.113,2.0,8.621,13.42,1.413,0.118,0.776,0.256,107.709,4574.637,1022.736,76.211,广发证券
000777,1997-07-10,23.95,2020-09-30,0.037,0.087,6.441,5.5,3.295,3.856,0.184,0.061,0.413,0.075,0.705,25.191,14.784,3.834,中核科技
000778,1997-06-06,24.04,2020-12-31,0.046,0.096,7.929,5.18,3.957,6.052,0.492,0.117,0.546,0.172,19.638,531.887,241.541,39.909,新兴铸管
000779,1997-05-28,24.07,2020-12-31,0.482,0.044,2.568,1.93,4.266,5.671,0.812,-0.016,0.447,0.38,3.087,39.004,21.568,3.803,甘咨询
000780,1997-06-06,24.04,2020-09-30,0.0,0.056,3.299,2.1,2.28,3.578,-0.3,-0.008,0.242,0.445,-3.041,47.873,36.297,10.143,*ST平能
000782,1997-06-19,24.01,2020-09-30,0.033,0.012,1.314,1.49,2.934,2.586,-0.102,0.03,0.545,0.083,-0.541,30.05,13.659,5.281,美达股份
000783,1997-07-31,23.89,2020-09-30,0.033,0.161,7.784,2.0,1.353,5.266,0.466,0.121,0.783,0.31,25.764,1343.156,291.183,55.296,长江证券
000785,1997-07-11,23.95,2020-09-30,0.0,0.024,1.704,2.4,3.838,2.722,0.21,0.087,0.543,0.127,12.643,358.793,163.857,60.198,居然之家
000786,1997-06-06,24.04,2021-03-31,0.137,0.138,17.607,6.74,4.055,10.594,1.252,0.11,0.25,0.04,21.159,238.571,178.987,16.895,北新建材
000788,1997-06-16,24.01,2021-03-31,0.036,0.037,2.288,3.36,3.242,2.206,0.154,-0.022,0.433,0.151,0.92,23.196,13.145,5.96,北大医药
000789,1997-09-23,23.74,2021-03-31,0.259,0.135,16.789,1.95,1.427,12.286,2.224,0.098,0.367,0.22,17.731,154.878,97.967,7.974,万年青
000790,1998-03-27,23.24,2021-03-31,0.03,0.064,3.964,8.83,3.341,1.5,0.077,0.032,0.215,0.199,0.475,11.778,9.243,6.164,华神科技
000791,1997-10-14,23.68,2020-12-31,0.098,0.065,4.009,1.4,1.925,5.512,0.381,-0.005,0.606,0.076,5.174,190.371,74.945,13.596,甘肃电投
000792,1997-09-04,23.79,2020-12-31,0.0,0.064,3.948,8.78,2.154,0.969,0.37,0.193,0.738,0.099,20.101,201.098,52.657,54.329,*ST盐湖
000793,1997-07-29,23.9,2020-12-31,0.0,0.057,3.367,4.51,2.334,1.741,-1.072,0.06,0.621,0.067,-21.404,91.801,34.775,19.972,华闻集团
000795,1997-08-08,23.87,2021-03-31,0.048,0.037,2.223,3.36,3.257,2.155,0.126,-0.016,0.398,0.213,1.433,40.586,24.426,11.337,英洛华
000796,1997-07-03,23.97,2020-12-31,0.0,0.006,1.15,3.84,5.372,1.61,-0.879,0.049,0.709,0.154,-7.06,44.473,12.928,8.03,凯撒旅业
000797,1997-07-15,23.93,2020-09-30,0.265,0.061,3.592,3.12,3.129,3.602,-0.086,0.047,0.767,0.12,-1.354,243.406,56.601,15.712,中国武夷
000798,1998-02-12,23.35,2021-03-31,0.0,0.0,0.811,1.5,3.656,1.976,-0.245,-0.007,0.436,0.049,-0.783,11.195,6.311,3.195,中水渔业
000799,1997-07-18,23.93,2020-09-30,0.105,0.045,2.677,1.0,3.1,8.298,1.357,0.044,0.26,0.478,4.41,36.418,26.963,3.249,酒鬼酒
000800,1997-06-18,24.01,2020-12-31,0.031,0.031,1.977,1.43,3.854,5.328,0.573,0.075,0.618,0.23,26.406,642.375,245.605,46.097,一汽解放
000801,1998-05-06,23.13,2020-09-30,0.026,0.111,9.881,7.66,1.992,2.568,0.052,0.019,0.409,0.139,0.532,44.454,26.27,10.228,四川九洲
000802,1998-01-08,23.45,2020-09-30,0.0,0.06,3.574,3.09,2.865,3.315,-0.222,-0.012,0.528,0.013,-1.588,50.296,23.733,7.159,ST北文
000803,1998-03-03,23.3,2021-03-31,0.393,0.056,3.391,2.0,2.038,3.45,0.274,-0.154,0.637,0.025,0.523,18.159,6.593,1.911,北清环能
000806,1998-04-16,23.18,2020-09-30,0.0,0.0,0.488,7.35,3.48,0.231,0.046,-0.041,0.85,0.013,0.506,16.991,2.544,10.999,*ST银河
000807,1998-04-08,23.2,2020-12-31,0.038,0.089,6.572,3.59,2.401,4.398,0.394,0.038,0.665,0.013,12.338,410.186,137.587,31.282,云铝股份
000809,1998-06-16,23.01,2021-03-31,0.0,0.066,4.118,2.25,2.005,3.67,-0.142,-0.038,0.331,0.002,-1.172,45.235,30.269,8.248,铁岭新城
000810,1998-06-02,23.05,2021-03-31,0.156,0.09,6.786,5.02,3.057,4.133,0.588,0.097,0.569,0.277,6.253,102.025,43.947,10.634,创维数字
000811,1998-05-28,23.07,2020-12-31,0.131,0.129,14.546,4.39,1.811,6.004,0.312,0.106,0.453,0.17,2.324,81.861,44.779,7.458,冰轮环境
000812,1998-06-23,22.99,2020-09-30,0.046,0.058,3.536,5.57,3.068,1.947,0.019,0.052,0.546,0.096,0.149,32.931,14.967,7.687,陕西金叶
000813,1998-05-19,23.09,2020-09-30,0.0,0.082,5.526,2.93,3.268,6.174,0.329,-0.0,0.12,0.216,3.113,66.329,58.382,9.456,德展健康
000815,1998-06-09,23.03,2020-09-30,0.018,0.046,2.653,2.53,2.93,3.074,0.037,-0.246,0.32,0.027,0.256,31.423,21.37,6.953,美利云
000816,1997-08-18,23.84,2021-03-31,0.0,0.024,1.695,3.0,3.042,1.719,0.034,0.031,0.351,0.081,0.481,37.723,24.494,14.245,智慧农业
000818,1997-10-17,23.68,2020-12-31,0.083,0.04,2.357,1.4,2.747,4.625,0.332,0.013,0.346,0.045,2.267,48.289,31.569,6.826,航锦科技
000819,1997-06-25,23.99,2020-12-31,0.05,0.08,5.678,3.59,1.832,2.9,0.091,0.07,0.132,0.273,0.273,9.994,8.674,2.992,岳阳兴长
000820,1998-06-30,22.98,2019-09-30,0.0,0.0,0.416,1.92,2.361,0.512,-2.108,-0.527,0.973,0.002,-1.923,17.299,0.467,0.912,*ST节能
000821,1998-06-26,22.99,2020-09-30,0.045,0.033,2.008,1.56,3.585,4.614,0.202,0.033,0.57,0.094,1.086,57.805,24.836,5.382,京山轻机
